"custid","name","age","phone","duration","netuse","billamt","compl","email","plan","gender","itembill"
613288,"HtKfd",65,9751678385.76521,1945,4.3,973.58,9,"HtKfd@mycollege.edu.in","WKD500","F","N"
286318,"AOYEL",71,8572883703.10268,879,6.7,441.18,6,"AOYEL@mycollege.edu.in","TVL2500","F","Y"
270768,"diANd",49,9765998517.15292,2632,5.7,1317.42,9,"diANd@office.com","WKD500","F","N"
730054,"cLRGx",18,7738635211.74834,1792,2.9,896.72,10,"cLRGx@myoffice.co.in","TVL2500","F","N"
922131,"bhNUV",75,9114786551.48659,3572,3.6,1786.9,7,"bhNUV@gmail.com","AW1010","F","N"
357824,"BWzdP",66,8574415629.08603,1814,3.2,907.8,8,"BWzdP@mycompany.in","STPL100","M","N"
583778,"WTSXS",20,8031028492.79977,2967,1,1483.75,7,"WTSXS@hotmail.com","STPL100","F","N"
834885,"jJpDn",70,8066153845.23326,3391,5.1,1696.78,3,"jJpDn@yahoo.com","AW1010","F","N"
148041,"Crwxl",73,8974946036.19112,2836,5.7,1419.42,8,"Crwxl@hotmail.com","TVL2500","F","N"
923199,"IbWnv",32,7328657183.464,1608,4.7,805.18,8,"IbWnv@mycompany.in","WEND250","M","Y"
243179,"pMlEr",29,6561520997.29447,220,7.2,111.8,6,"pMlEr@office.com","AW1010","F","Y"
544977,"Gknoz",49,8358281524.26235,3220,7.8,1611.95,6,"Gknoz@gmail.com","TVL2500","F","N"
731821,"boUWi",29,9720682201.90819,1653,2.4,827.1,3,"boUWi@hotmail.com","AW1010","F","Y"
